OBJECTID,Photo,Epoch,Time_,SLR,TLat,TLon,AAT,Azi,Dpr,CLat,Clon,CAlt,CPi,CRoll,CYaw,CFOV,TMGRS
524,539,64269,1574275,0,-40.340596,175.818555,0,0,90,-40.340228,175.818816,1894,-4.34,2.89,-8.87,70,60GUA,99653,33769,10164
528,543,64569,1575475,0,-40.338122,175.817904,0,0,90,-40.337859,175.817935,1992.1,-3.51,0.35,4.16,70,60GUA,99594,34042,5091
